"first_name","last_name","hire_date"
"Arfst","Barriga","6/1/86"
"Sanjiv","Plump","5/26/86"
"Luise","Matzat","7/25/86"
"Kristof","Desikan","9/24/86"
"Sandeepan","Mondadori","10/4/86"
"Kwangyoen","Steinauer","3/19/86"
"Sergi","Mitchem","9/2/86"
"Anneke","Munke","8/2/86"
"Marlo","Tiemann","9/5/86"
"Tesuya","Speel","11/22/86"
"Nirmal","Rosis","6/24/86"
"Tetsurou","Garnick","12/14/86"
"Reinhold","Wegerle","8/9/86"
"Vitali","Eickenmeyer","10/1/86"
"Martien","Walstra","10/22/86"
"Maria","Warwick","8/7/86"
"Yifei","Stanger","9/2/86"
"Sreekrishna","Wynblatt","8/19/86"
"Shichao","Tempesti","10/21/86"
"Charmane","Huttel","7/14/86"
"Perla","Beetstra","3/28/86"
"Lorien","Perng","8/11/86"
"Xinglin","Ponthieu","1/18/86"
"Arif","Macedo","12/22/86"
"Licheng","Welham","12/23/86"
"Morrie","Luck","2/3/86"
"Diederik","VanScheik","7/11/86"
"Xiaocheng","Birke","6/26/86"
"Martial","Manderick","6/22/86"
"Ebbe","Silva","6/11/86"
"Muneo","Raoux","2/14/86"
"Fumiyo","Ariola","5/29/86"
"Zhilian","Goodrum","1/27/86"
"Ranan","Weedon","1/15/86"
"Chiradeep","Pettis","7/5/86"
"Nahid","Neiman","9/20/86"
"Sergi","Schiettecatte","1/4/86"
"Janalee","Viele","3/27/86"
"Kazunori","Pintelas","6/19/86"
"Baoqiu","Kakkar","3/3/86"
"Yannis","Onuegbe","9/19/86"
"Tse","Dredge","6/14/86"
"Nidapan","Hoppenstand","10/29/86"
"Toshiki","Katiyar","2/9/86"
"Filipe","Birdsall","8/24/86"
"Chenyi","Leppanen","6/12/86"
"Alper","Beerel","11/27/86"
"Odoardo","Hanabata","4/8/86"
"Arno","Fasbender","1/20/86"
"Lenore","Tiemann","7/14/86"
"Gio","DuBourdieux","8/14/86"
"Kerhong","Underwood","5/10/86"
"Hailing","Collavizza","4/25/86"
"Zhenhua","Adachi","7/1/86"
"Rimon","Shimshoni","9/27/86"
"Mong","Gihr","9/18/86"
"Rosli","Papsdorf","9/9/86"
"Rosalyn","Luke","4/13/86"
"Golgen","Marquardt","7/30/86"
"Shirish","Esteva","10/4/86"
"Goo","Cronin","7/8/86"
"Moni","Jenevein","12/3/86"
"Xiping","Conde","10/22/86"
"Shawna","Reinhart","1/1/86"
"Shawna","Beidas","5/18/86"
"Arvind","Gornas","4/7/86"
"Chaitali","Masamoto","12/1/86"
"Danny","Domenig","10/26/86"
"Junsik","Cools","9/22/86"
"Sungwon","McConalogue","7/20/86"
"Sachin","Karner","7/19/86"
"Niranjan","Khamsi","2/2/86"
"Leucio","Sinicrope","10/18/86"
"Mitchel","Waeselynck","11/6/86"
"Fuqing","Zaiane","6/4/86"
"Hausi","Desikan","7/15/86"
"Vincent","Larfeldt","9/20/86"
"Maik","Jahnichen","9/6/86"
"Bodo","Brookner","9/11/86"
"Yuqun","Bondorf","11/16/86"
"Alair","Hiroyama","3/1/86"
"Hein","Conta","1/23/86"
"Divine","Lupu","12/24/86"
"Arto","Penz","5/4/86"
"Masali","Hagimont","3/9/86"
"Sreekrishna","Alpay","11/3/86"
"Basil","Luit","10/13/86"
"Ioana","Keohane","3/24/86"
"Tooru","Fiutem","8/13/86"
"Udi","Gladwell","10/28/86"
"Randy","Feinberg","12/2/86"
"Ger","Restivo","7/29/86"
"Nahla","Tchuente","6/9/86"
"Akhilish","Passino","1/28/86"
"Adly","Koshino","10/18/86"
"Hisao","Emmart","9/14/86"
"Fabrizio","Azadmanesh","8/21/86"
"Mohd","Androutsos","12/17/86"
"Dipankar","Lindqvist","8/15/86"
"Oscar","Peir","8/23/86"
"Jovan","Hutter","4/29/86"
"Boriana","Ventosa","10/10/86"
"Vesna","Raczkowsky","10/1/86"
"Yannis","Karunanithi","3/6/86"
"Kristen","Ermel","1/8/86"
"Christophe","Emiris","12/24/86"
"Sumali","Kading","8/15/86"
"Patricia","Preusig","7/19/86"
"Tadanori","Birke","9/24/86"
"Kensyu","Jenevein","6/7/86"
"Kotesh","Saoudi","12/2/86"
"Taizo","Stentiford","3/12/86"
"Hidefumi","Dymetman","1/18/86"
"Sachin","Hiraishi","2/14/86"
"JiYoung","Rahier","5/26/86"
"Mingzeng","Kusalik","3/31/86"
"Zsolt","Baca","9/13/86"
"Oldrich","Mapelli","1/23/86"
"JoAnne","Zweizig","11/6/86"
"Richard","Mandelberg","2/9/86"
"Hidefumi","Tokunaga","12/13/86"
"Tran","Yeung","1/11/86"
"Mona","Ligten","3/16/86"
"Ortrud","Cairo","3/17/86"
"Xiaopeng","Czaja","6/19/86"
"Sajjad","Kolinko","2/20/86"
"Dmitri","Hiyoshi","7/18/86"
"Oguz","Angelopoulos","11/29/86"
"Armond","Jahnichen","12/25/86"
"Yechiam","Zaumen","10/23/86"
"Jiann","Chenoweth","4/23/86"
"Feixiong","England","10/7/86"
"Yuichiro","Krider","6/17/86"
"Guadalupe","Anandan","10/18/86"
"Insup","Leaver","11/20/86"
"Cristinel","Peyn","3/24/86"
"Katsuo","Demke","8/1/86"
"Palash","Mundy","1/23/86"
"Erzsebet","Pagter","11/19/86"
"Ghassan","Ferretti","1/26/86"
"Fusako","Vadhan","12/5/86"
"Atreyi","Denny","5/21/86"
"Elvis","Brendel","8/16/86"
"Kenton","Bharadwaj","7/3/86"
"Sadegh","Daescu","6/6/86"
"Fumitaka","Orlowski","12/4/86"
"Sanjiv","Zschoche","2/4/86"
"Mingdong","Ebeling","7/21/86"
"Masako","Deyuan","10/12/86"
"Katsuyuki","Esposito","10/19/86"
"Mona","Melter","5/1/86"
"Adly","Landherr","4/20/86"
"Chaoyi","Narwekar","9/14/86"
"Mostafa","Dechter","3/26/86"
"Fei","Miyakawa","10/7/86"
"Arra","Azadmanesh","10/21/86"
"Khoa","Bahk","6/10/86"
"Zengping","Gargeya","1/2/86"
"Duangkaew","Shumilov","11/13/86"
"Breannda","Schlumberger","4/6/86"
"Sandeepan","Marsiglia","3/27/86"
"Stabislas","Lorys","4/26/86"
"Siddarth","Tempesti","5/26/86"
"Christoph","Rindone","9/15/86"
"Mabry","Valtorta","5/23/86"
"Feiyu","Munos","9/21/86"
"Takahito","Weisert","3/31/86"
"Xuejun","Alvarado","10/17/86"
"Ghassan","Hoogerwoord","9/17/86"
"Shahar","Streit","11/30/86"
"Serif","Lamma","11/26/86"
"Doohun","Heping","5/16/86"
"Garnik","Nourani","9/3/86"
"Jaques","Hagimont","6/1/86"
"Gererd","Rosis","5/30/86"
"Stabislas","Rosca","10/22/86"
"Heping","Silva","3/14/86"
"Honesty","Montresor","11/14/86"
"Tsutomu","Beeson","12/5/86"
"Kwangho","Uchoa","12/11/86"
"Aemilian","Peroz","11/22/86"
"Ennio","Straney","5/8/86"
"Shai","Pluym","9/1/86"
"Shigeu","Langford","12/19/86"
"Shahar","Dredge","1/3/86"
"Ibibia","Zeleznik","1/14/86"
"Dietrich","Domenig","8/23/86"
"Ekawit","Bahk","5/9/86"
"Gretta","Demke","10/22/86"
"Foong","Bala","1/3/86"
"Luerbio","Milicia","1/15/86"
"Aluzio","Nanard","5/22/86"
"Odinaldo","Asser","2/7/86"
"Mona","Ramamoorthy","7/3/86"
"Claude","Ciolek","3/20/86"
"Shir","Bruckman","9/15/86"
"Rildo","Lampe","5/20/86"
"Remko","Kroll","2/1/86"
"Arunachalam","Roison","4/9/86"
"Kazuhiko","Billingsley","11/16/86"
"Boriana","Zultner","11/16/86"
"Jianhua","Picel","5/12/86"
"Nathan","Wegerle","11/17/86"
"Weidon","Stavenow","8/20/86"
"Mototsugu","Dulay","10/23/86"
"Pranjal","Perin","9/23/86"
"Guther","Varley","9/28/86"
"Collette","Rijsenbrij","5/31/86"
"Xuedong","Vanwelkenhuysen","6/26/86"
"Rutger","Dulin","1/15/86"
"Gladys","Takkinen","6/21/86"
"Shahid","Oppitz","4/7/86"
"Zhenbing","Conry","8/17/86"
"Otilia","Bhattacharjee","8/27/86"
"Stabislas","Thiran","5/31/86"
"Shaunak","Mateescu","4/19/86"
"Shigeo","Kropp","7/3/86"
"Aamer","Cheshire","4/16/86"
"Zhongwei","Pagter","12/7/86"
"Jacopo","Milicic","9/24/86"
"Kiyokazu","Blokdijk","7/22/86"
"Shigeichiro","Ulupinar","3/7/86"
"Shuho","Mitsuhashi","10/22/86"
"Richara","Linares","3/13/86"
"Marsha","Burnard","11/16/86"
"Kensyu","Pluym","3/14/86"
"JiYoung","Pettis","8/20/86"
"Anestis","Itzigehl","10/30/86"
"Lech","Busillo","10/25/86"
"Pintsang","Danecki","4/21/86"
"Kaijung","Portugali","1/17/86"
"Sachem","Cochrane","1/26/86"
"Baoqiu","Langford","11/24/86"
"Miyeon","Matzat","1/8/86"
"Shan","Wroclawski","8/22/86"
"Barna","Picco","1/13/86"
"Shuho","Lung","6/2/86"
"Mayumi","Wilharm","7/3/86"
"Hitofumi","Kriebel","3/1/86"
"Nechama","Wendorf","3/18/86"
"Turgut","Gide","7/7/86"
"Ulises","Camurati","5/8/86"
"Mikhail","Solares","8/2/86"
"Ronghao","Azulay","1/29/86"
"Marek","Pleszkun","9/15/86"
"Golgen","Jahnichen","9/28/86"
"DAIDA","Lorie","7/23/86"
"Froduald","Zaccaria","12/10/86"
"Paraskevi","Siksek","9/21/86"
"Alagu","Randt","6/27/86"
"Maja","Baba","6/25/86"
"Zhiguo","Trelles","7/18/86"
"Mansur","Kulisch","7/26/86"
"Bader","Harllee","1/15/86"
"Leni","Hempstead","2/27/86"
"Parto","Schmezko","3/17/86"
"Sachin","Shackel","6/4/86"
"Mantis","Waymire","11/18/86"
"Sudhanshu","Cyne","12/14/86"
"Prodip","Tischendorf","8/5/86"
"Zhilian","Merey","12/4/86"
"Kellie","Kaiserswerth","11/18/86"
"Manibrata","Anger","4/21/86"
"Sven","Sadowsky","1/25/86"
"Ramalingam","Gunderson","5/4/86"
"Aamod","Frolund","5/2/86"
"Dekang","Jahnichen","4/10/86"
"Rosella","Schurmann","12/25/86"
"Dietrich","Crabtree","5/24/86"
"Arto","Zlotek","10/16/86"
"Bikash","Dulay","9/16/86"
"Sungwon","Hoogerwoord","7/22/86"
"Remko","Loncour","4/15/86"
"Tiina","Buchter","8/16/86"
"Anneke","Cichocki","6/15/86"
"Yolla","Swist","4/2/86"
"Djenana","Ebeling","8/30/86"
"Goetz","Lanphier","1/23/86"
"Mayuko","Eppinger","8/24/86"
"Rosalyn","Ligten","11/23/86"
"Manibrata","Gewali","7/12/86"
"Fei","Reghbati","3/8/86"
"Berni","Sridhar","2/8/86"
"Hidekazu","Honiden","8/22/86"
"Mana","Bale","9/18/86"
"Hairong","Markovitch","6/6/86"
"Utpal","Zucker","3/16/86"
"Kerryn","Levergood","9/27/86"
"King","Krybus","1/20/86"
"Lillian","Nitto","12/14/86"
"Billie","Mullainathan","3/11/86"
"Volkmar","Hartvigsen","12/21/86"
"Ung","McFarlin","3/8/86"
"Hairong","Brlek","5/21/86"
"Dipankar","Syang","11/26/86"
"Mohua","Zultner","3/3/86"
"Shigeu","Atchley","12/16/86"
"Mingsen","Roohalamini","6/2/86"
"Kien","Butner","12/9/86"
"Mariusz","Karner","6/21/86"
"Yinghua","Ossenbruggen","6/8/86"
"Avishai","Comte","4/8/86"
"Alper","Randt","5/14/86"
"Sudhanshu","Erman","12/7/86"
"Armond","Badr","1/5/86"
"Sachio","Pelz","4/10/86"
"Chriss","Zaccaria","10/6/86"
"Eran","Thombley","10/26/86"
"Shrikanth","Grospietsch","3/31/86"
"Shir","Alblas","5/10/86"
"Katsuyuki","Demizu","6/18/86"
"Fumitake","Niizuma","5/30/86"
"Susuma","Motley","12/26/86"
"Taegyun","Muchinsky","10/10/86"
"Neelam","Speel","7/10/86"
"Sven","Nollmann","2/17/86"
"Aemilian","Cromarty","10/15/86"
"Manu","Gien","12/19/86"
"Leif","Zhang","3/2/86"
"Weidon","Seghrouchni","7/13/86"
"Xiaoshan","Magalhaes","4/23/86"
"Xiaopeng","Leppanen","10/26/86"
"Marco","Isaac","11/9/86"
"Tru","Neimat","12/10/86"
"Yongdong","Ananiadou","3/21/86"
"Kankanahalli","Brookman","2/16/86"
"Aloke","Schwabacher","2/2/86"
"Vasilii","Riesenhuber","11/28/86"
"Basant","Luft","7/15/86"
"Ashish","Redmiles","7/18/86"
"Maren","Peek","7/7/86"
"Premsyl","Pehl","10/25/86"
"Randi","Jiang","1/7/86"
"Bezalel","Reutenauer","6/14/86"
"Vincent","Irland","6/16/86"
"Geoffry","Ambroszkiewicz","6/9/86"
"Khun","Tasistro","4/30/86"
"Werner","Oskamp","5/21/86"
"Kazuhira","Pintelas","10/15/86"
"Fumiya","Stille","3/12/86"
"Conrado","Siegrist","6/19/86"
"Menkae","Haddadi","9/7/86"
"Nakhoon","Glowinski","2/16/86"
"Kiam","Ishibashi","5/9/86"
"Nathan","Tischendorf","2/28/86"
"Gudjon","Randi","12/6/86"
"Aloke","Lukaszewicz","9/11/86"
"Abdulah","Kowalchuk","8/24/86"
"Fun","Ouhyoung","9/23/86"
"Yongdong","Radhakrishnan","8/5/86"
"Toshimi","Flexer","4/18/86"
"Manu","Reeker","6/28/86"
"Tuval","Broomell","10/15/86"
"Gilbert","Horswill","6/17/86"
"Elzbieta","Remmers","3/31/86"
"Nikolaos","Thombley","4/6/86"
"Duke","Ducloy","6/10/86"
"Elvis","Kakkar","9/30/86"
"Feiyu","Tsunoo","3/14/86"
"Arie","Hoogerwoord","7/17/86"
"Jongsuk","Emden","7/28/86"
"Val","Pocchiola","9/17/86"
"Jungsoon","Michaeli","9/26/86"
"Takahira","Terkki","1/31/86"
"Rafail","Dulay","3/5/86"
"Gregory","Stiles","12/31/86"
"Nobuyoshi","Yetto","4/5/86"
"Fuqing","Calkin","9/27/86"
"Apostol","Ozeri","7/15/86"
"Morris","Quadeer","3/29/86"
"Boaz","Hardjono","6/8/86"
"Baziley","Sethi","7/5/86"
"Toney","Eiron","8/25/86"
"Toshimitsu","Eppinger","4/6/86"
"Oscar","Stenning","6/23/86"
"Jagoda","Puoti","2/19/86"
"Utpal","Barinka","7/10/86"
"Saeed","Bugrara","5/17/86"
"Sanjai","Koprowski","6/27/86"
"Alexius","Lubachevsky","6/22/86"
"Subhrajyoti","Mikschl","2/22/86"
"Vitaly","Bolsens","3/8/86"
"Gino","Seuren","1/9/86"
"Surveyors","Schapiro","3/29/86"
"Hatim","Baja","8/24/86"
"Tetsushi","Erni","3/9/86"
"Nathalie","Kermarrec","8/17/86"
"Lucian","Cummings","5/22/86"
"Hironoby","Stamatiou","12/29/86"
"Candido","Dichev","7/7/86"
"Subhrajyoti","Murthy","5/30/86"
"Xuejia","Ramsay","5/16/86"
"Yuqun","Harnett","6/16/86"
"Yuuichi","Gerteisen","6/11/86"
"Jaber","Birnbaum","10/27/86"
"Nathan","Thimonier","7/17/86"
"Toshiki","Angel","9/13/86"
"Bedrich","Mayerwieser","7/18/86"
"Tsuneo","Hennebert","11/7/86"
"Lunjin","Tagansky","10/2/86"
"Lubomir","Syang","8/1/86"
"Kauko","Schmiedel","5/16/86"
"Kazuhiro","Matteis","7/21/86"
"Aloke","Jiang","1/3/86"
"Tremaine","Malabarba","4/29/86"
"Martijn","Osgood","4/25/86"
"Shaz","Shokrollahi","2/15/86"
"Hironobu","Speek","5/29/86"
"Danil","Kushner","6/14/86"
"Kokou","Brender","3/4/86"
"Nadjib","Dymetman","7/29/86"
"Renee","Sommer","6/19/86"
"Selwyn","Dolinsky","11/16/86"
"Frazer","Ruemmler","12/4/86"
"Tristan","Chelton","12/7/86"
"Lorien","Linares","10/19/86"
"Vitaly","Merli","2/26/86"
"Saeed","Benaini","7/28/86"
"Aram","Kroon","6/16/86"
"Chrisa","Gruenwald","10/8/86"
"Mahendra","Sidou","2/26/86"
"Tetsurou","Bouloucos","4/28/86"
"Adas","Hasham","12/16/86"
"Leandro","Zongker","9/21/86"
"Kristine","Mitsuhashi","3/11/86"
"Alagu","Berztiss","8/24/86"
"Berto","Sadowski","12/11/86"
"Xiaopeng","Rodham","3/31/86"
"Nechama","McAlpine","4/6/86"
"Toshimori","Cesareni","11/26/86"
"Kamakshi","Mansanne","1/23/86"
"Denny","Oxman","10/8/86"
"Laurentiu","Kornatzky","5/7/86"
"Pranjal","Kopetz","4/19/86"
"Vivian","Billawala","12/11/86"
"Krister","Ozery","8/22/86"
"Mircea","Tibblin","2/2/86"
"Uri","Senzako","1/17/86"
"Almudena","Vasanthakumar","9/13/86"
"Mingdong","Demian","3/9/86"
"Gregory","Matzel","6/1/86"
"Georg","Stamatiou","10/30/86"
"Mizuhito","Woycyznski","1/29/86"
"Dmitry","Borovoy","5/26/86"
"Peer","McConalogue","5/7/86"
"Shaibal","Farris","12/14/86"
"Kousuke","Farrar","6/7/86"
"Manu","Bruckman","11/30/86"
"Lijie","Maksimenko","12/15/86"
"Aiichiro","Baak","11/28/86"
"Tomoyuki","Muntz","8/28/86"
"Kenton","Panienski","4/5/86"
"Mamdouh","Hanabata","3/30/86"
"Kokou","Birjandi","5/9/86"
"Sachio","Sadowsky","3/12/86"
"Sastry","Pehl","12/9/86"
"Yuchang","McDermid","4/20/86"
"Wilmer","Zallocco","4/8/86"
"Sven","Rosen","8/22/86"
"Shao","Masaki","12/6/86"
"Lunjin","McFarlan","12/22/86"
"Arve","Munoz","7/15/86"
"Yinghua","Thimonier","7/6/86"
"Tetsurou","Puppe","9/2/86"
"Fayez","Ratzlaff","9/19/86"
"Rosalie","Crouzet","12/26/86"
"Jiang","Muchinsky","11/14/86"
"Stella","Curless","3/20/86"
"Changho","Khamsi","6/17/86"
"Yolla","Stafford","4/27/86"
"Gay","Botman","5/9/86"
"Yoshimitsu","Ohori","1/14/86"
"Ronnie","Rosen","11/16/86"
"Gay","Gulik","12/31/86"
"Arra","Staylopatis","11/29/86"
"Lalit","Mahnke","11/11/86"
"Zito","Cooley","11/29/86"
"Mohan","Perfilyeva","6/16/86"
"Toshimi","Impagliazzo","5/21/86"
"Valdiodio","Pepe","3/8/86"
"Yuping","Speek","12/22/86"
"Kristina","Pashtan","1/12/86"
"Jacopo","Cheshire","9/2/86"
"Sashi","Erni","11/17/86"
"Jayson","Moffat","1/20/86"
"Dmitri","Begiun","10/12/86"
"Maris","Vilarrasa","5/22/86"
"Susanna","Zallocco","10/22/86"
"Hideo","Buchter","5/2/86"
"Manton","Fujisaki","10/13/86"
"Gil","Soicher","1/7/86"
"Bangqing","Molberg","6/28/86"
"Aiman","Zumaque","4/24/86"
"Rosalyn","Melski","2/6/86"
"Vishv","Veldwijk","8/17/86"
"Domenico","Gente","11/19/86"
"Guoxiang","Chiodo","10/21/86"
"Niranjan","Luders","3/15/86"
"Clyde","Atrawala","11/21/86"
"Krisda","Bratten","10/17/86"
"Zijian","Zielinski","9/25/86"
"Taizo","Parascandalo","9/26/86"
"Takahiro","Wolniewicz","1/27/86"
"Samphel","Farrel","2/7/86"
"Holgard","Cyre","9/16/86"
"Tomoyuki","Butterworth","9/24/86"
"IEEE","Zastre","8/28/86"
"Saeko","Hooghiemstra","4/24/86"
"Marko","Fendler","12/26/86"
"Subbu","Kuhnemann","8/12/86"
"Yechezkel","Birch","7/11/86"
"Mototsugu","Baezner","7/11/86"
"Tetsushi","England","7/5/86"
"Berna","Ramalingam","12/23/86"
"Hatsukazu","Aloisi","2/20/86"
"Malu","Reistad","11/9/86"
"Vasilii","Bauknecht","6/9/86"
"Yagil","Restivo","6/21/86"
"Perry","Miara","2/27/86"
"Berry","Panwar","11/26/86"
"Phillip","Matteis","11/5/86"
"Mrinalini","Laventhal","5/4/86"
"Toshimitsu","Zhiwei","2/19/86"
"Marit","Sevcikova","7/17/86"
"Fumitake","Murtafg","6/5/86"
"Hitofumi","Schaft","5/18/86"
"Arif","Baar","6/25/86"
"Jiann","Setia","11/4/86"
"Hatem","Plavsic","9/10/86"
"Renee","Dehkordi","4/14/86"
"Ioana","Szilard","5/13/86"
"Kristinn","Varman","1/13/86"
"Juichirou","Giaccio","4/20/86"
"Richara","Lenart","10/24/86"
"Shuji","Seiwald","1/12/86"
"Khaled","Beilner","9/2/86"
"Shaowen","Farrag","3/6/86"
"Guozhong","Ramsay","1/31/86"
"Ottavia","Sethi","2/25/86"
"Aris","Cappelletti","11/15/86"
"Faiza","Dichev","8/11/86"
"Ramzi","Gronowski","7/29/86"
"Dekang","Ambroszkiewicz","12/9/86"
"Zissis","Jayawardene","2/24/86"
"Sakthirel","Belinskaya","3/3/86"
"Ipke","Navazio","5/14/86"
"Dante","Himler","4/27/86"
"Alexius","Hiltgen","7/15/86"
"Zhenbing","Schonegge","3/17/86"
"Zsolt","Savasere","11/29/86"
"Nahid","Zizka","12/24/86"
"Toshiki","Cullers","7/3/86"
"Paris","Hutton","9/19/86"
"Arunachalam","Oppitz","5/20/86"
"Nigel","Hempstead","4/27/86"
"Vidya","Leppanen","5/14/86"
"Isamu","Spelt","4/23/86"
"Stamatina","Conti","5/13/86"
"Kotesh","Tanemo","11/3/86"
"Aral","Pulkowski","9/2/86"
"Kensyu","Scallan","11/7/86"
"Apostol","Hebert","9/5/86"
"Mario","Katiyar","11/13/86"
"Maia","Schreiter","1/23/86"
"Lunjin","Assaf","2/1/86"
"Ayonca","Makinen","10/19/86"
"Gou","Kalefeld","4/25/86"
"Mani","Parhami","10/7/86"
"Jianhua","Munoz","3/9/86"
"Youjian","Brookman","5/15/86"
"Poornachandra","Mahnke","2/28/86"
"Xudong","Moehrke","12/19/86"
"Shaunak","Versino","2/3/86"
"Abdelaziz","Hofmeyr","11/4/86"
"Yuping","Porenta","2/15/86"
"Yahiko","Chartres","3/18/86"
"DAIDA","DeMori","10/21/86"
"Domenick","Goodrum","8/10/86"
"Narain","Biros","6/2/86"
"Saniya","Zobel","12/27/86"
"Sampalli","Conia","6/28/86"
"Almudena","Butterworth","11/28/86"
"Shaowei","Sundgren","2/27/86"
"Shaunak","Poupard","8/13/86"
"Sorina","Thombley","1/25/86"
"Tiina","Hebden","9/10/86"
"Houman","Stanfel","2/10/86"
"Angus","Linares","10/4/86"
"Nahid","Bierbaum","9/2/86"
"Tomoyuki","Stentiford","4/13/86"
"Odinaldo","Vernadat","8/18/86"
"Marsja","Siegrist","10/4/86"
"Pranay","Ecklund","4/14/86"
"Zhilian","Kobara","10/25/86"
"Mabry","Grospietsch","7/31/86"
"Jinxi","Farris","5/30/86"
"Mohit","Kenevan","7/21/86"
"Sarita","Peris","6/2/86"
"Duke","Pardalos","11/17/86"
"Jeong","Kisuki","6/24/86"
"Saeed","Bergere","5/25/86"
"Jianhui","Lubachevsky","8/27/86"
"Zeljko","Walstra","2/7/86"
"Heejo","Mikschl","10/23/86"
"Debatosh","Plesums","3/31/86"
"Siamak","Pelz","7/16/86"
"Zito","Veeraraghavan","5/31/86"
"Miomir","Raoux","11/22/86"
"Takahiro","Naumovich","2/3/86"
"Siamak","McConalogue","9/26/86"
"Huican","Aamodt","12/12/86"
"Vivian","Holburn","2/17/86"
"Shan","Detkin","1/27/86"
"Fumiko","Cools","10/12/86"
"Huiqun","Matzov","9/10/86"
"Arto","Fendler","6/12/86"
"Changho","Fritzsche","5/28/86"
"Karlis","Conry","4/27/86"
"Supot","Range","11/15/86"
"Sastry","Junet","7/2/86"
"Raimond","Lanzelotte","9/25/86"
"Zine","Cullers","10/23/86"
"Angel","Kornyak","12/5/86"
"Jeanna","Gruenwald","8/4/86"
"Zhongwei","Streng","8/26/86"
"Sergi","Muhling","1/27/86"
"Charmane","Kornatzky","4/21/86"
"Kerryn","Farris","9/10/86"
"Maia","Chandrasekhar","2/21/86"
"Emdad","Luders","2/4/86"
"Shigeichiro","Chenney","2/2/86"
"Manton","Decaestecker","8/11/86"
"Lokesh","Lambe","3/15/86"
"Mara","Sidhu","10/10/86"
"Niteen","Ushiama","11/11/86"
"Mansur","Kowalchuk","10/15/86"
"Toong","Piazza","2/28/86"
"Honglan","Cannard","5/6/86"
"Kotesh","Calkin","9/7/86"
"Fayez","Fendler","5/18/86"
"Jiann","Weedon","9/15/86"
"Sampalli","Bednarek","4/29/86"
"Tzu","Erez","12/11/86"
"Giap","Kaminger","11/5/86"
"Gao","Merlo","12/4/86"
"Arno","Domenig","2/15/86"
"Hongzue","Conta","8/10/86"
"Heekeun","Rehfuss","4/4/86"
"Jianhao","Fandrianto","3/25/86"
"Atreye","Luce","11/28/86"
"Shiv","Cyre","3/22/86"
"Sampalli","Braunschweig","11/25/86"
"Xianlong","Zallocco","7/18/86"
"Suvo","Byoun","1/29/86"
"Dinkar","Laurillard","4/14/86"
"Shahab","Fioravanti","6/5/86"
"Doowon","Rohrbach","8/16/86"
"Alois","Feldmann","2/26/86"
"Chuanyi","Tetzlaff","11/17/86"
"Shakhar","Beutelspacher","5/24/86"
"Beshir","Juneja","10/11/86"
"Teiji","Bernatsky","8/19/86"
"Genki","Terekhov","1/29/86"
"Byong","Zobel","7/4/86"
"Torsten","Erdmenger","5/2/86"
"Insup","Zongker","4/15/86"
"Kazuhiro","Vrecion","10/22/86"
"Subir","Pocchiola","11/19/86"
"Mingsen","Trachtenberg","5/30/86"
"Miomir","Baar","7/25/86"
"Xinglin","Bouloucos","2/19/86"
"Khalid","Dahlbom","1/2/86"
"Indrajit","Swiler","8/5/86"
"Parke","Schonegge","4/18/86"
"Aleksandar","Heijenga","8/10/86"
"Wilmer","Michaels","9/19/86"
"Shugo","Debuse","7/11/86"
"Paloma","Ruemmler","3/2/86"
"Sachar","Grabner","10/1/86"
"Jianhao","Ghalwash","8/5/86"
"Chaitali","Baezner","10/12/86"
"Sasan","Azumi","5/17/86"
"Pranav","Chaudhuri","4/8/86"
"Palash","Heusch","1/21/86"
"Niteen","Ligten","11/8/86"
"Danco","Stanfel","10/27/86"
"Moriyoshi","Worfolk","2/23/86"
"Toshiki","Shackel","1/14/86"
"Bingning","Melton","5/16/86"
"Terresa","Bolotov","5/14/86"
"Dipankar","Seghrouchni","12/20/86"
"Fun","Chvatal","3/25/86"
"Pranas","Kieras","2/13/86"
"Franziska","Kornatzky","5/4/86"
"Hatim","Vesna","12/14/86"
"Gilbert","Callaway","1/26/86"
"Chiranjit","Wegerle","6/21/86"
"Juichirou","Giarratana","9/30/86"
"Khosrow","Ishibashi","7/13/86"
"Conrado","Callaway","3/2/86"
"Kamakshi","Decaestecker","2/27/86"
"Goo","Ambroszkiewicz","5/18/86"
"Ferdinand","Buchter","5/25/86"
"Amalendu","Bottner","6/21/86"
"Sajjad","Erez","7/1/86"
"Radhakrishnan","Cooley","8/8/86"
"Masato","Baby","9/11/86"
"Eckart","Lunt","11/23/86"
"Arco","Bellone","5/13/86"
"Anneli","Linnainmaa","1/17/86"
"Abdelwaheb","Peroz","2/20/86"
"Feixiong","Brender","2/8/86"
"Satyanarayana","Garigliano","7/15/86"
"Xiaoheng","Schwabacher","12/30/86"
"Uli","Taneja","3/27/86"
"Christoper","Zolotykh","5/14/86"
"Youjian","Niizuma","4/17/86"
"Izaskun","Bernick","11/11/86"
"Olivera","Poulakidas","7/15/86"
"Morris","Zuberek","5/30/86"
"Maha","Benveniste","11/28/86"
"Marjo","Jonsson","2/28/86"
"Munehiro","Bugaenko","3/1/86"
"Kwan","Bellone","3/25/86"
"Muneo","Businaro","1/22/86"
"Pranjal","Chelton","1/26/86"
"Hatem","Kaiser","12/19/86"
"Arno","Pocchiola","2/16/86"
"Qingxiang","Brickell","3/4/86"
"Jinpo","Falster","7/12/86"
"Patricia","Dayana","1/21/86"
"Alagu","Auyong","9/4/86"
"Amalendu","Fadgyas","4/18/86"
"Dinkar","Jullig","11/26/86"
"Gianluca","Mitina","6/6/86"
